403197,91,90,85
407785,100,84,73
405215,88,72,77
404166,94,83,95
401090,88,72,84
409248,100,70,98
405327,78,96,86
400460,74,75,92
409334,76,84,82
406865,79,87,97
400726,79,80,91
400119,93,85,93
407823,77,92,72
401832,90,89,90
407894,78,93,83
402929,79,70,96
402081,75,76,99
404194,78,70,88
404038,83,75,80
404633,100,92,91
400160,76,94,71
402475,82,70,89
400698,78,74,76
406507,94,81,100
400161,100,96,98
403904,96,79,91
403925,70,75,96
402195,78,79,71
400936,79,80,100
403822,82,81,77
400493,76,87,94
400813,85,74,78
405626,75,80,80
407808,90,83,78
400262,92,71,80
402359,96,94,99
407947,93,92,100
407076,72,82,77
404932,71,74,75
404124,77,71,76
407039,98,93,89
406950,92,100,86
401484,95,98,95
403657,90,76,80
404636,85,72,79
404450,79,90,78
403427,76,79,71
407595,100,70,77
403942,78,100,99
404869,77,81,79
403373,88,94,92
401022,93,97,90
409329,83,89,87
402347,75,95,90
400254,88,71,96
405935,78,94,75
400898,74,73,96
401697,99,73,78
401932,100,83,77
405978,97,77,94
403069,100,84,100
406420,70,93,71
406314,95,71,98
408923,86,72,83
402823,78,81,89
401983,94,92,98
403949,92,88,82
407648,92,78,82
402484,88,80,91
402080,93,84,74
406649,89,93,91
405604,71,74,82
401657,84,80,92
401459,81,80,78
408003,94,85,85
407477,82,88,80
400314,80,76,74
408516,70,91,93
409456,75,93,98
404862,87,98,84
406204,76,77,72
400240,89,71,92
403156,93,86,72
406524,89,95,76
409075,87,76,79
407347,99,80,72
400852,74,98,98
407724,78,76,70
406964,92,80,99
408619,95,87,97
403491,91,85,96
408233,76,77,76
404275,76,92,73
404786,82,96,85
404647,78,86,77
409698,99,94,100
408597,90,76,93
400231,99,84,84
405876,94,72,92
405794,79,100,78
403470,74,74,89
406549,84,88,79
409903,92,89,94
405781,81,95,99
401971,94,79,100
407817,97,98,83
406283,91,91,89
407544,87,76,83
405816,96,92,80
402751,74,92,74
408766,75,96,98
409960,72,84,86
404786,94,84,84
403524,81,77,87
401084,86,79,74
408738,87,85,95
403813,100,84,87
402724,76,76,73
402090,91,89,84
405632,98,72,86
403542,91,93,88
405581,80,84,100
408795,83,72,80
409713,96,78,100
409066,100,86,95
400761,80,97,79
400053,90,87,72
405105,90,83,91
405028,81,91,99
408567,98,95,85
405852,80,74,74
407596,81,71,76
401305,83,90,88
409074,81,89,95
409493,77,84,88
409886,84,96,97
400910,72,85,99
409927,93,90,99
407427,79,85,71
402517,81,90,91
401431,85,72,83
404386,74,87,77
403532,76,100,81
405596,97,71,88
408329,74,85,87
409392,84,97,87
409444,98,83,82
408432,96,81,80
409448,81,74,90
404446,71,96,82
406160,72,83,89
408606,81,100,88
408057,87,85,83
406279,97,97,77
